answer,caption,modality,pair_key,qa_id,question,section,source_answer,source_file,source_flags,source_question,source_severity,source_split_status,split_count,split_index,transform
Twice.,"A single human hand enters the scene from the right and interacts with items on the bottom shelf. No other humans or moving objects are present. The hand remains visible for the majority of the duration, moving between the mid-distance and close-range depth layers to grasp items.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_dynamic_counting__02,How many times does the hand move from the background to the foreground?,depth_dynamic_counting,"1. One hand. 2. Twice. 3. Two items. 4. No, only one person. 5. Two depth layers. 6. One item is moved. 7. Twice. 8. No.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question,1. How many hands are visible interacting with the shelves? 2. How many times does the hand move from the background to the foreground? 3. How many distinct items does the hand touch or pick up? 4. Is there more than one person moving in the scene? 5. How many depth layers does the hand traverse? 6. How many items are repositioned by the hand? 7. How many times does the hand appear to cross the central depth boundary? 8. Are there any other moving objects aside from the hand?,needs_transform,aligned,8,2,split_multi_question
Two items.,"A single human hand enters the scene from the right and interacts with items on the bottom shelf. No other humans or moving objects are present. The hand remains visible for the majority of the duration, moving between the mid-distance and close-range depth layers to grasp items.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_dynamic_counting__03,How many distinct items does the hand touch or pick up?,depth_dynamic_counting,"1. One hand. 2. Twice. 3. Two items. 4. No, only one person. 5. Two depth layers. 6. One item is moved. 7. Twice. 8. No.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question,1. How many hands are visible interacting with the shelves? 2. How many times does the hand move from the background to the foreground? 3. How many distinct items does the hand touch or pick up? 4. Is there more than one person moving in the scene? 5. How many depth layers does the hand traverse? 6. How many items are repositioned by the hand? 7. How many times does the hand appear to cross the central depth boundary? 8. Are there any other moving objects aside from the hand?,needs_transform,aligned,8,3,split_multi_question
"No, only one person.","A single human hand enters the scene from the right and interacts with items on the bottom shelf. No other humans or moving objects are present. The hand remains visible for the majority of the duration, moving between the mid-distance and close-range depth layers to grasp items.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_dynamic_counting__04,Is there more than one person moving in the scene?,depth_dynamic_counting,"1. One hand. 2. Twice. 3. Two items. 4. No, only one person. 5. Two depth layers. 6. One item is moved. 7. Twice. 8. No.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question,1. How many hands are visible interacting with the shelves? 2. How many times does the hand move from the background to the foreground? 3. How many distinct items does the hand touch or pick up? 4. Is there more than one person moving in the scene? 5. How many depth layers does the hand traverse? 6. How many items are repositioned by the hand? 7. How many times does the hand appear to cross the central depth boundary? 8. Are there any other moving objects aside from the hand?,needs_transform,aligned,8,4,split_multi_question
Two depth layers.,"A single human hand enters the scene from the right and interacts with items on the bottom shelf. No other humans or moving objects are present. The hand remains visible for the majority of the duration, moving between the mid-distance and close-range depth layers to grasp items.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_dynamic_counting__05,How many depth layers does the hand traverse?,depth_dynamic_counting,"1. One hand. 2. Twice. 3. Two items. 4. No, only one person. 5. Two depth layers. 6. One item is moved. 7. Twice. 8. No.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question,1. How many hands are visible interacting with the shelves? 2. How many times does the hand move from the background to the foreground? 3. How many distinct items does the hand touch or pick up? 4. Is there more than one person moving in the scene? 5. How many depth layers does the hand traverse? 6. How many items are repositioned by the hand? 7. How many times does the hand appear to cross the central depth boundary? 8. Are there any other moving objects aside from the hand?,needs_transform,aligned,8,5,split_multi_question
One item is moved.,"A single human hand enters the scene from the right and interacts with items on the bottom shelf. No other humans or moving objects are present. The hand remains visible for the majority of the duration, moving between the mid-distance and close-range depth layers to grasp items.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_dynamic_counting__06,How many items are repositioned by the hand?,depth_dynamic_counting,"1. One hand. 2. Twice. 3. Two items. 4. No, only one person. 5. Two depth layers. 6. One item is moved. 7. Twice. 8. No.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question,1. How many hands are visible interacting with the shelves? 2. How many times does the hand move from the background to the foreground? 3. How many distinct items does the hand touch or pick up? 4. Is there more than one person moving in the scene? 5. How many depth layers does the hand traverse? 6. How many items are repositioned by the hand? 7. How many times does the hand appear to cross the central depth boundary? 8. Are there any other moving objects aside from the hand?,needs_transform,aligned,8,6,split_multi_question
Twice.,"A single human hand enters the scene from the right and interacts with items on the bottom shelf. No other humans or moving objects are present. The hand remains visible for the majority of the duration, moving between the mid-distance and close-range depth layers to grasp items.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_dynamic_counting__07,How many times does the hand appear to cross the central depth boundary?,depth_dynamic_counting,"1. One hand. 2. Twice. 3. Two items. 4. No, only one person. 5. Two depth layers. 6. One item is moved. 7. Twice. 8. No.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question,1. How many hands are visible interacting with the shelves? 2. How many times does the hand move from the background to the foreground? 3. How many distinct items does the hand touch or pick up? 4. Is there more than one person moving in the scene? 5. How many depth layers does the hand traverse? 6. How many items are repositioned by the hand? 7. How many times does the hand appear to cross the central depth boundary? 8. Are there any other moving objects aside from the hand?,needs_transform,aligned,8,7,split_multi_question
No.,"A single human hand enters the scene from the right and interacts with items on the bottom shelf. No other humans or moving objects are present. The hand remains visible for the majority of the duration, moving between the mid-distance and close-range depth layers to grasp items.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_dynamic_counting__08,Are there any other moving objects aside from the hand?,depth_dynamic_counting,"1. One hand. 2. Twice. 3. Two items. 4. No, only one person. 5. Two depth layers. 6. One item is moved. 7. Twice. 8. No.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question,1. How many hands are visible interacting with the shelves? 2. How many times does the hand move from the background to the foreground? 3. How many distinct items does the hand touch or pick up? 4. Is there more than one person moving in the scene? 5. How many depth layers does the hand traverse? 6. How many items are repositioned by the hand? 7. How many times does the hand appear to cross the central depth boundary? 8. Are there any other moving objects aside from the hand?,needs_transform,aligned,8,8,split_multi_question
No.,The camera navigates toward a static cupboard. The layout is constrained by the depth of the shelves. The path is direct towards the center of the bottom shelf where interaction occurs.,depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_navigation__01,Is the navigation path through the scene obstructed by anything other than the cupboard itself?,depth_navigation,No.,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,short_answer,Is the navigation path through the scene obstructed by anything other than the cupboard itself?,quality_warning,single,1,1,none
The right side.,"A hand enters from the right side of the frame at a close distance. It approaches the shelf to grab an object. The object is pulled towards the camera, increasing in size as it moves into the foreground, and then moves away again.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_dynamic_recognition__01,From which side does the hand enter the frame?,depth_dynamic_recognition,"1. The right side. 2. Closer. 3. Mid-distance. 4. No. 5. Near the end of the sequence. 6. Yes, it remains visible. 7. Yes. 8. Around frame 000600.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. From which side does the hand enter the frame? 2. Is the hand moving closer or further away when it interacts with the shelf? 3. Does the hand appear in the background or foreground initially? 4. Does the hand move behind any objects? 5. When does the hand reach its closest point to the camera? 6. Is the hand visible throughout the entire sequence? 7. Does the hand recede after grabbing the object? 8. At what frame roughly does the hand grasp the item?,needs_transform,aligned,8,1,split_multi_question
Closer.,"A hand enters from the right side of the frame at a close distance. It approaches the shelf to grab an object. The object is pulled towards the camera, increasing in size as it moves into the foreground, and then moves away again.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_dynamic_recognition__02,Is the hand moving closer or further away when it interacts with the shelf?,depth_dynamic_recognition,"1. The right side. 2. Closer. 3. Mid-distance. 4. No. 5. Near the end of the sequence. 6. Yes, it remains visible. 7. Yes. 8. Around frame 000600.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. From which side does the hand enter the frame? 2. Is the hand moving closer or further away when it interacts with the shelf? 3. Does the hand appear in the background or foreground initially? 4. Does the hand move behind any objects? 5. When does the hand reach its closest point to the camera? 6. Is the hand visible throughout the entire sequence? 7. Does the hand recede after grabbing the object? 8. At what frame roughly does the hand grasp the item?,needs_transform,aligned,8,2,split_multi_question
Mid-distance.,"A hand enters from the right side of the frame at a close distance. It approaches the shelf to grab an object. The object is pulled towards the camera, increasing in size as it moves into the foreground, and then moves away again.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_dynamic_recognition__03,Does the hand appear in the background or foreground initially?,depth_dynamic_recognition,"1. The right side. 2. Closer. 3. Mid-distance. 4. No. 5. Near the end of the sequence. 6. Yes, it remains visible. 7. Yes. 8. Around frame 000600.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. From which side does the hand enter the frame? 2. Is the hand moving closer or further away when it interacts with the shelf? 3. Does the hand appear in the background or foreground initially? 4. Does the hand move behind any objects? 5. When does the hand reach its closest point to the camera? 6. Is the hand visible throughout the entire sequence? 7. Does the hand recede after grabbing the object? 8. At what frame roughly does the hand grasp the item?,needs_transform,aligned,8,3,split_multi_question
No.,"A hand enters from the right side of the frame at a close distance. It approaches the shelf to grab an object. The object is pulled towards the camera, increasing in size as it moves into the foreground, and then moves away again.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_dynamic_recognition__04,Does the hand move behind any objects?,depth_dynamic_recognition,"1. The right side. 2. Closer. 3. Mid-distance. 4. No. 5. Near the end of the sequence. 6. Yes, it remains visible. 7. Yes. 8. Around frame 000600.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. From which side does the hand enter the frame? 2. Is the hand moving closer or further away when it interacts with the shelf? 3. Does the hand appear in the background or foreground initially? 4. Does the hand move behind any objects? 5. When does the hand reach its closest point to the camera? 6. Is the hand visible throughout the entire sequence? 7. Does the hand recede after grabbing the object? 8. At what frame roughly does the hand grasp the item?,needs_transform,aligned,8,4,split_multi_question
Near the end of the sequence.,"A hand enters from the right side of the frame at a close distance. It approaches the shelf to grab an object. The object is pulled towards the camera, increasing in size as it moves into the foreground, and then moves away again.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_dynamic_recognition__05,When does the hand reach its closest point to the camera?,depth_dynamic_recognition,"1. The right side. 2. Closer. 3. Mid-distance. 4. No. 5. Near the end of the sequence. 6. Yes, it remains visible. 7. Yes. 8. Around frame 000600.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. From which side does the hand enter the frame? 2. Is the hand moving closer or further away when it interacts with the shelf? 3. Does the hand appear in the background or foreground initially? 4. Does the hand move behind any objects? 5. When does the hand reach its closest point to the camera? 6. Is the hand visible throughout the entire sequence? 7. Does the hand recede after grabbing the object? 8. At what frame roughly does the hand grasp the item?,needs_transform,aligned,8,5,split_multi_question
"Yes, it remains visible.","A hand enters from the right side of the frame at a close distance. It approaches the shelf to grab an object. The object is pulled towards the camera, increasing in size as it moves into the foreground, and then moves away again.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_dynamic_recognition__06,Is the hand visible throughout the entire sequence?,depth_dynamic_recognition,"1. The right side. 2. Closer. 3. Mid-distance. 4. No. 5. Near the end of the sequence. 6. Yes, it remains visible. 7. Yes. 8. Around frame 000600.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. From which side does the hand enter the frame? 2. Is the hand moving closer or further away when it interacts with the shelf? 3. Does the hand appear in the background or foreground initially? 4. Does the hand move behind any objects? 5. When does the hand reach its closest point to the camera? 6. Is the hand visible throughout the entire sequence? 7. Does the hand recede after grabbing the object? 8. At what frame roughly does the hand grasp the item?,needs_transform,aligned,8,6,split_multi_question
Yes.,"A hand enters from the right side of the frame at a close distance. It approaches the shelf to grab an object. The object is pulled towards the camera, increasing in size as it moves into the foreground, and then moves away again.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_dynamic_recognition__07,Does the hand recede after grabbing the object?,depth_dynamic_recognition,"1. The right side. 2. Closer. 3. Mid-distance. 4. No. 5. Near the end of the sequence. 6. Yes, it remains visible. 7. Yes. 8. Around frame 000600.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. From which side does the hand enter the frame? 2. Is the hand moving closer or further away when it interacts with the shelf? 3. Does the hand appear in the background or foreground initially? 4. Does the hand move behind any objects? 5. When does the hand reach its closest point to the camera? 6. Is the hand visible throughout the entire sequence? 7. Does the hand recede after grabbing the object? 8. At what frame roughly does the hand grasp the item?,needs_transform,aligned,8,7,split_multi_question
Around frame 000600.,"A hand enters from the right side of the frame at a close distance. It approaches the shelf to grab an object. The object is pulled towards the camera, increasing in size as it moves into the foreground, and then moves away again.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_dynamic_recognition__08,At what frame roughly does the hand grasp the item?,depth_dynamic_recognition,"1. The right side. 2. Closer. 3. Mid-distance. 4. No. 5. Near the end of the sequence. 6. Yes, it remains visible. 7. Yes. 8. Around frame 000600.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. From which side does the hand enter the frame? 2. Is the hand moving closer or further away when it interacts with the shelf? 3. Does the hand appear in the background or foreground initially? 4. Does the hand move behind any objects? 5. When does the hand reach its closest point to the camera? 6. Is the hand visible throughout the entire sequence? 7. Does the hand recede after grabbing the object? 8. At what frame roughly does the hand grasp the item?,needs_transform,aligned,8,8,split_multi_question
Retrieving/organizing items.,"The subject is performing a task of organizing or retrieving items from a pantry. The action involves reaching, grasping an object, and shifting it to a different location on the shelf or towards the camera. The subject maintains a consistent position, primarily interacting with the bottom shelf area.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_action__01,What is the primary action being performed by the subject?,depth_action,"1. Retrieving/organizing items. 2. The bottom shelf. 3. Towards the foreground. 4. Two reaching actions. 5. No, it remains in the frame. 6. It is moved from the shelf towards the foreground. 7. Yes. 8. No, the camera distance is stable.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary action being performed by the subject? 2. Which shelf level does the subject interact with most? 3. Is the subject reaching towards the background or the foreground? 4. How many distinct reaching actions occur? 5. Does the subject's hand move out of the frame after the action? 6. What spatial change occurs to the object being held? 7. Is the subject repositioning items on the same shelf? 8. Does the subject's distance from the shelf change during the task?,needs_transform,aligned,8,1,split_multi_question
The bottom shelf.,"The subject is performing a task of organizing or retrieving items from a pantry. The action involves reaching, grasping an object, and shifting it to a different location on the shelf or towards the camera. The subject maintains a consistent position, primarily interacting with the bottom shelf area.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_action__02,Which shelf level does the subject interact with most?,depth_action,"1. Retrieving/organizing items. 2. The bottom shelf. 3. Towards the foreground. 4. Two reaching actions. 5. No, it remains in the frame. 6. It is moved from the shelf towards the foreground. 7. Yes. 8. No, the camera distance is stable.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary action being performed by the subject? 2. Which shelf level does the subject interact with most? 3. Is the subject reaching towards the background or the foreground? 4. How many distinct reaching actions occur? 5. Does the subject's hand move out of the frame after the action? 6. What spatial change occurs to the object being held? 7. Is the subject repositioning items on the same shelf? 8. Does the subject's distance from the shelf change during the task?,needs_transform,aligned,8,2,split_multi_question
Towards the foreground.,"The subject is performing a task of organizing or retrieving items from a pantry. The action involves reaching, grasping an object, and shifting it to a different location on the shelf or towards the camera. The subject maintains a consistent position, primarily interacting with the bottom shelf area.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_action__03,Is the subject reaching towards the background or the foreground?,depth_action,"1. Retrieving/organizing items. 2. The bottom shelf. 3. Towards the foreground. 4. Two reaching actions. 5. No, it remains in the frame. 6. It is moved from the shelf towards the foreground. 7. Yes. 8. No, the camera distance is stable.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary action being performed by the subject? 2. Which shelf level does the subject interact with most? 3. Is the subject reaching towards the background or the foreground? 4. How many distinct reaching actions occur? 5. Does the subject's hand move out of the frame after the action? 6. What spatial change occurs to the object being held? 7. Is the subject repositioning items on the same shelf? 8. Does the subject's distance from the shelf change during the task?,needs_transform,aligned,8,3,split_multi_question
Two reaching actions.,"The subject is performing a task of organizing or retrieving items from a pantry. The action involves reaching, grasping an object, and shifting it to a different location on the shelf or towards the camera. The subject maintains a consistent position, primarily interacting with the bottom shelf area.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_action__04,How many distinct reaching actions occur?,depth_action,"1. Retrieving/organizing items. 2. The bottom shelf. 3. Towards the foreground. 4. Two reaching actions. 5. No, it remains in the frame. 6. It is moved from the shelf towards the foreground. 7. Yes. 8. No, the camera distance is stable.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary action being performed by the subject? 2. Which shelf level does the subject interact with most? 3. Is the subject reaching towards the background or the foreground? 4. How many distinct reaching actions occur? 5. Does the subject's hand move out of the frame after the action? 6. What spatial change occurs to the object being held? 7. Is the subject repositioning items on the same shelf? 8. Does the subject's distance from the shelf change during the task?,needs_transform,aligned,8,4,split_multi_question
"No, it remains in the frame.","The subject is performing a task of organizing or retrieving items from a pantry. The action involves reaching, grasping an object, and shifting it to a different location on the shelf or towards the camera. The subject maintains a consistent position, primarily interacting with the bottom shelf area.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_action__05,Does the subject's hand move out of the frame after the action?,depth_action,"1. Retrieving/organizing items. 2. The bottom shelf. 3. Towards the foreground. 4. Two reaching actions. 5. No, it remains in the frame. 6. It is moved from the shelf towards the foreground. 7. Yes. 8. No, the camera distance is stable.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary action being performed by the subject? 2. Which shelf level does the subject interact with most? 3. Is the subject reaching towards the background or the foreground? 4. How many distinct reaching actions occur? 5. Does the subject's hand move out of the frame after the action? 6. What spatial change occurs to the object being held? 7. Is the subject repositioning items on the same shelf? 8. Does the subject's distance from the shelf change during the task?,needs_transform,aligned,8,5,split_multi_question
It is moved from the shelf towards the foreground.,"The subject is performing a task of organizing or retrieving items from a pantry. The action involves reaching, grasping an object, and shifting it to a different location on the shelf or towards the camera. The subject maintains a consistent position, primarily interacting with the bottom shelf area.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_action__06,What spatial change occurs to the object being held?,depth_action,"1. Retrieving/organizing items. 2. The bottom shelf. 3. Towards the foreground. 4. Two reaching actions. 5. No, it remains in the frame. 6. It is moved from the shelf towards the foreground. 7. Yes. 8. No, the camera distance is stable.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary action being performed by the subject? 2. Which shelf level does the subject interact with most? 3. Is the subject reaching towards the background or the foreground? 4. How many distinct reaching actions occur? 5. Does the subject's hand move out of the frame after the action? 6. What spatial change occurs to the object being held? 7. Is the subject repositioning items on the same shelf? 8. Does the subject's distance from the shelf change during the task?,needs_transform,aligned,8,6,split_multi_question
Yes.,"The subject is performing a task of organizing or retrieving items from a pantry. The action involves reaching, grasping an object, and shifting it to a different location on the shelf or towards the camera. The subject maintains a consistent position, primarily interacting with the bottom shelf area.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_action__07,Is the subject repositioning items on the same shelf?,depth_action,"1. Retrieving/organizing items. 2. The bottom shelf. 3. Towards the foreground. 4. Two reaching actions. 5. No, it remains in the frame. 6. It is moved from the shelf towards the foreground. 7. Yes. 8. No, the camera distance is stable.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary action being performed by the subject? 2. Which shelf level does the subject interact with most? 3. Is the subject reaching towards the background or the foreground? 4. How many distinct reaching actions occur? 5. Does the subject's hand move out of the frame after the action? 6. What spatial change occurs to the object being held? 7. Is the subject repositioning items on the same shelf? 8. Does the subject's distance from the shelf change during the task?,needs_transform,aligned,8,7,split_multi_question
"No, the camera distance is stable.","The subject is performing a task of organizing or retrieving items from a pantry. The action involves reaching, grasping an object, and shifting it to a different location on the shelf or towards the camera. The subject maintains a consistent position, primarily interacting with the bottom shelf area.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_action__08,Does the subject's distance from the shelf change during the task?,depth_action,"1. Retrieving/organizing items. 2. The bottom shelf. 3. Towards the foreground. 4. Two reaching actions. 5. No, it remains in the frame. 6. It is moved from the shelf towards the foreground. 7. Yes. 8. No, the camera distance is stable.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary action being performed by the subject? 2. Which shelf level does the subject interact with most? 3. Is the subject reaching towards the background or the foreground? 4. How many distinct reaching actions occur? 5. Does the subject's hand move out of the frame after the action? 6. What spatial change occurs to the object being held? 7. Is the subject repositioning items on the same shelf? 8. Does the subject's distance from the shelf change during the task?,needs_transform,aligned,8,8,split_multi_question
No.,"The depth reconstruction shows standard geometric shapes for the containers and shelves. No obvious floating, intersecting, or depth-inconsistent artifacts are observed.",depth,marinate_meat_split/Seg4/marinate_meat,depth__marinate_meat_split_seg4_marinate_meat__depth_non_common__01,Are there any floating objects or depth-inconsistent geometry in the cupboard scene?,depth_non_common,No.,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,short_answer,Are there any floating objects or depth-inconsistent geometry in the cupboard scene?,quality_warning,single,1,1,none
Directly in front.,"The scene displays a staircase and a doorway in a building, with the depth data showing a clear 3D layout of the steps and the opening of a doorway. The staircase, located to the left, extends downwards in depth, while the open door frames a distant, bright area. A hand enters the view, positioned close to the camera, and interacts with a door handle.",depth,open_doors_split/Seg1/open_doors,depth__open_doors_split_seg1_open_doors__depth_object_recognition__01,Where is the door handle located relative to my hand?,depth_object_recognition,Directly in front.,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,,Where is the door handle located relative to my hand?,pass,single,1,1,none
The staircase.,"The scene features a staircase descending to the left, a wall on the right, and a doorway leading to a bright, distant space. The staircase is in the foreground, and the doorway is in the background. The hand is in the extreme foreground, closer than the door handle. The wall on the right is closer than the doorway, and the staircase steps are closer than the wall.",depth,open_doors_split/Seg1/open_doors,depth__open_doors_split_seg1_open_doors__depth_spatial_reasoning__01,"Which is closer, the staircase or the doorway?",depth_spatial_reasoning,The staircase.,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,,"Which is closer, the staircase or the doorway?",pass,single,1,1,none
"Staircase, corridor, doorway.","The camera moves forward through a hallway, transitioning from the stairs to a passage with doors, and finally stops near an open doorway. The 3D layout reveals a narrow corridor with multiple doors on either side, ending in a brighter, open space at the end of the sequence.",depth,open_doors_split/Seg1/open_doors,depth__open_doors_split_seg1_open_doors__depth_scene_sequence__01,What is the order of spaces I pass through?,depth_scene_sequence,"Staircase, corridor, doorway.",qa_pairs/aligned/marigold_depth_qa_results_aligned.json,,What is the order of spaces I pass through?,pass,single,1,1,none
Four doors.,"The sequence shows a hallway environment with multiple distinct depth features, including two walls lining the hallway, a floor surface, a ceiling, a series of doors set into the walls at varying depths, a handrail on the stairs, and the staircase steps themselves.",depth,open_doors_split/Seg1/open_doors,depth__open_doors_split_seg1_open_doors__depth_counting__01,How many doors are visible along the walls in the hallway?,depth_counting,1. Four doors. 2. Eight steps. 3. Two walls. 4. Two light fixtures. 5. One handrail. 6. Three floor segments. 7. Three door handles. 8. Eighteen distinct features.,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question,"1. How many doors are visible along the walls in the hallway? 2. How many distinct steps can be identified on the staircase? 3. How many walls are forming the sides of the hallway? 4. How many ceiling light fixtures can be detected based on depth protrusions? 5. How many distinct handrails are visible in the stairwell area? 6. How many levels of floor depth are clearly distinguishable as I move? 7. How many door handles or latches are detectable on the doors? 8. How many total distinct architectural features or objects (doors, stairs, rails) are present in the scene?",needs_transform,aligned,8,1,split_multi_question
Eight steps.,"The sequence shows a hallway environment with multiple distinct depth features, including two walls lining the hallway, a floor surface, a ceiling, a series of doors set into the walls at varying depths, a handrail on the stairs, and the staircase steps themselves.",depth,open_doors_split/Seg1/open_doors,depth__open_doors_split_seg1_open_doors__depth_counting__02,How many distinct steps can be identified on the staircase?,depth_counting,1. Four doors. 2. Eight steps. 3. Two walls. 4. Two light fixtures. 5. One handrail. 6. Three floor segments. 7. Three door handles. 8. Eighteen distinct features.,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question,"1. How many doors are visible along the walls in the hallway? 2. How many distinct steps can be identified on the staircase? 3. How many walls are forming the sides of the hallway? 4. How many ceiling light fixtures can be detected based on depth protrusions? 5. How many distinct handrails are visible in the stairwell area? 6. How many levels of floor depth are clearly distinguishable as I move? 7. How many door handles or latches are detectable on the doors? 8. How many total distinct architectural features or objects (doors, stairs, rails) are present in the scene?",needs_transform,aligned,8,2,split_multi_question
Two walls.,"The sequence shows a hallway environment with multiple distinct depth features, including two walls lining the hallway, a floor surface, a ceiling, a series of doors set into the walls at varying depths, a handrail on the stairs, and the staircase steps themselves.",depth,open_doors_split/Seg1/open_doors,depth__open_doors_split_seg1_open_doors__depth_counting__03,How many walls are forming the sides of the hallway?,depth_counting,1. Four doors. 2. Eight steps. 3. Two walls. 4. Two light fixtures. 5. One handrail. 6. Three floor segments. 7. Three door handles. 8. Eighteen distinct features.,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question,"1. How many doors are visible along the walls in the hallway? 2. How many distinct steps can be identified on the staircase? 3. How many walls are forming the sides of the hallway? 4. How many ceiling light fixtures can be detected based on depth protrusions? 5. How many distinct handrails are visible in the stairwell area? 6. How many levels of floor depth are clearly distinguishable as I move? 7. How many door handles or latches are detectable on the doors? 8. How many total distinct architectural features or objects (doors, stairs, rails) are present in the scene?",needs_transform,aligned,8,3,split_multi_question
Two light fixtures.,"The sequence shows a hallway environment with multiple distinct depth features, including two walls lining the hallway, a floor surface, a ceiling, a series of doors set into the walls at varying depths, a handrail on the stairs, and the staircase steps themselves.",depth,open_doors_split/Seg1/open_doors,depth__open_doors_split_seg1_open_doors__depth_counting__04,How many ceiling light fixtures can be detected based on depth protrusions?,depth_counting,1. Four doors. 2. Eight steps. 3. Two walls. 4. Two light fixtures. 5. One handrail. 6. Three floor segments. 7. Three door handles. 8. Eighteen distinct features.,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,multi_question,"1. How many doors are visible along the walls in the hallway? 2. How many distinct steps can be identified on the staircase? 3. How many walls are forming the sides of the hallway? 4. How many ceiling light fixtures can be detected based on depth protrusions? 5. How many distinct handrails are visible in the stairwell area? 6. How many levels of floor depth are clearly distinguishable as I move? 7. How many door handles or latches are detectable on the doors? 8. How many total distinct architectural features or objects (doors, stairs, rails) are present in the scene?",needs_transform,aligned,8,4,split_multi_question
