answer,answer_count,caption,flags,modality,pair_key,qa_index,question,question_count,recommended_action,section,severity,source_file,source_status,split_status
The sink and faucet.,1,"The video captures the interior of a restroom, showing a wall-mounted toilet, a sink with a faucet, and a door. Motion events highlight the movement of hands interacting with the sink area, and the camera pans to show different parts of the restroom layout.",[],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,1,What objects in the restroom are involved in the interaction sequence?,1,keep,event_object_recognition,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
The door.,1,"The toilet is positioned in a corner of the room, while the sink is located on an adjacent wall. The door is adjacent to the sink. The camera moves from the toilet towards the sink, indicating the relative proximity of these fixtures within the small restroom layout.",[],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,1,Is the sink closer to the door or the toilet?,1,keep,event_spatial_reasoning,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
"Toilet, then sink, then door.",1,"The sequence begins with a view of the toilet in the corner. The camera then shifts its viewpoint to scan the wall and corner towards the sink. Finally, the camera focuses on the sink area where hands are performing an action, then pans to show the wall and door before returning to the sink.",[],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,1,What is the sequence of the camera's focus?,1,keep,event_scene_sequence,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
One.,8,"The video shows a sink and toilet environment. Countable elements include: the faucet handle, the sink basin, the faucet base, the toilet bowl, the toilet seat, the toilet lid, the toilet flush handle, and the dispenser.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,1,How many faucet handles are visible?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One.,8,"The video shows a sink and toilet environment. Countable elements include: the faucet handle, the sink basin, the faucet base, the toilet bowl, the toilet seat, the toilet lid, the toilet flush handle, and the dispenser.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,2,How many distinct sink basins can be identified?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One.,8,"The video shows a sink and toilet environment. Countable elements include: the faucet handle, the sink basin, the faucet base, the toilet bowl, the toilet seat, the toilet lid, the toilet flush handle, and the dispenser.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,3,How many toilet seats are in the scene?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One.,8,"The video shows a sink and toilet environment. Countable elements include: the faucet handle, the sink basin, the faucet base, the toilet bowl, the toilet seat, the toilet lid, the toilet flush handle, and the dispenser.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,4,How many toilet lids are present?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One.,8,"The video shows a sink and toilet environment. Countable elements include: the faucet handle, the sink basin, the faucet base, the toilet bowl, the toilet seat, the toilet lid, the toilet flush handle, and the dispenser.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,5,How many flush handles are visible?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One.,8,"The video shows a sink and toilet environment. Countable elements include: the faucet handle, the sink basin, the faucet base, the toilet bowl, the toilet seat, the toilet lid, the toilet flush handle, and the dispenser.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,6,How many dispensers are mounted on the wall?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One.,8,"The video shows a sink and toilet environment. Countable elements include: the faucet handle, the sink basin, the faucet base, the toilet bowl, the toilet seat, the toilet lid, the toilet flush handle, and the dispenser.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,7,How many sink drain areas are there?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One.,8,"The video shows a sink and toilet environment. Countable elements include: the faucet handle, the sink basin, the faucet base, the toilet bowl, the toilet seat, the toilet lid, the toilet flush handle, and the dispenser.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,8,How many faucet bases are visible?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Zero.,8,"The video captures the camera holder performing hand hygiene tasks including reaching, turning the faucet, washing, and wiping hands. No other people appear in the scene.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,1,How many people besides me appear in the video?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Multiple times.,8,"The video captures the camera holder performing hand hygiene tasks including reaching, turning the faucet, washing, and wiping hands. No other people appear in the scene.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,2,How many times do I move my hands in the sink?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
"Two, for the handle and dispenser.",8,"The video captures the camera holder performing hand hygiene tasks including reaching, turning the faucet, washing, and wiping hands. No other people appear in the scene.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,3,How many distinct grasping actions do I perform?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Two.,8,"The video captures the camera holder performing hand hygiene tasks including reaching, turning the faucet, washing, and wiping hands. No other people appear in the scene.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,4,How many times do I interact with the faucet handle?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One.,8,"The video captures the camera holder performing hand hygiene tasks including reaching, turning the faucet, washing, and wiping hands. No other people appear in the scene.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,5,How many times do I wipe my hands?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Zero.,8,"The video captures the camera holder performing hand hygiene tasks including reaching, turning the faucet, washing, and wiping hands. No other people appear in the scene.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,6,How many moving entities other than my hands are present?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One.,8,"The video captures the camera holder performing hand hygiene tasks including reaching, turning the faucet, washing, and wiping hands. No other people appear in the scene.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,7,How many times do I reach toward the dispenser?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Multiple times.,8,"The video captures the camera holder performing hand hygiene tasks including reaching, turning the faucet, washing, and wiping hands. No other people appear in the scene.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,8,How many times do my hands enter the view?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Pivoting towards the sink.,1,"The camera navigates within a small, confined restroom. It starts by facing the corner with the toilet and rotates to follow the wall toward the sink, then turns slightly to show the exit door before returning to the sink.",[],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,1,What is the primary movement direction of the camera?,1,keep,event_navigation,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
No.,8,"The camera holder enters a bathroom, operates a sink faucet, washes hands, interacts with a soap or paper dispenser, and wipes their hands dry. These actions occur throughout the sequence with hand motion tracking.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,1,Did anyone else enter the restroom while I was there?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Near the beginning.,8,"The camera holder enters a bathroom, operates a sink faucet, washes hands, interacts with a soap or paper dispenser, and wipes their hands dry. These actions occur throughout the sequence with hand motion tracking.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,2,When did I first move the faucet handle?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Yes.,8,"The camera holder enters a bathroom, operates a sink faucet, washes hands, interacts with a soap or paper dispenser, and wipes their hands dry. These actions occur throughout the sequence with hand motion tracking.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,3,Did I finish washing my hands before interacting with the dispenser?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Near the end of the sequence.,8,"The camera holder enters a bathroom, operates a sink faucet, washes hands, interacts with a soap or paper dispenser, and wipes their hands dry. These actions occur throughout the sequence with hand motion tracking.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,4,When did I reach for the paper towels?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Several seconds.,8,"The camera holder enters a bathroom, operates a sink faucet, washes hands, interacts with a soap or paper dispenser, and wipes their hands dry. These actions occur throughout the sequence with hand motion tracking.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,5,How long did the hand-washing motion persist?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Yes.,8,"The camera holder enters a bathroom, operates a sink faucet, washes hands, interacts with a soap or paper dispenser, and wipes their hands dry. These actions occur throughout the sequence with hand motion tracking.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,6,Did I close the faucet after washing?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
At the very end.,8,"The camera holder enters a bathroom, operates a sink faucet, washes hands, interacts with a soap or paper dispenser, and wipes their hands dry. These actions occur throughout the sequence with hand motion tracking.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,7,At what point in the video did I stop moving my hands?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
"No, only my hands moved.",8,"The camera holder enters a bathroom, operates a sink faucet, washes hands, interacts with a soap or paper dispenser, and wipes their hands dry. These actions occur throughout the sequence with hand motion tracking.","['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,8,Did a cleaning object move?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Hand washing.,8,"The subject performs a series of hand-washing actions. The sequence begins with the subject standing at the sink, reaching for the faucet handle to turn on the water, rubbing hands together under the stream, reaching for a dispenser to get a wipe, and finally wiping hands dry.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,1,What is the primary action I am performing?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
The faucet handle.,8,"The subject performs a series of hand-washing actions. The sequence begins with the subject standing at the sink, reaching for the faucet handle to turn on the water, rubbing hands together under the stream, reaching for a dispenser to get a wipe, and finally wiping hands dry.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,2,Which object do I interact with first?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Water.,8,"The subject performs a series of hand-washing actions. The sequence begins with the subject standing at the sink, reaching for the faucet handle to turn on the water, rubbing hands together under the stream, reaching for a dispenser to get a wipe, and finally wiping hands dry.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,3,Do I use soap or water first?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Rubbing them together.,8,"The subject performs a series of hand-washing actions. The sequence begins with the subject standing at the sink, reaching for the faucet handle to turn on the water, rubbing hands together under the stream, reaching for a dispenser to get a wipe, and finally wiping hands dry.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,4,How do I move my hands during the cleaning phase?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Wiping hands.,8,"The subject performs a series of hand-washing actions. The sequence begins with the subject standing at the sink, reaching for the faucet handle to turn on the water, rubbing hands together under the stream, reaching for a dispenser to get a wipe, and finally wiping hands dry.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,5,What is the final action I perform?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Yes.,8,"The subject performs a series of hand-washing actions. The sequence begins with the subject standing at the sink, reaching for the faucet handle to turn on the water, rubbing hands together under the stream, reaching for a dispenser to get a wipe, and finally wiping hands dry.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,6,Do I turn off the water after washing?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
No.,8,"The subject performs a series of hand-washing actions. The sequence begins with the subject standing at the sink, reaching for the faucet handle to turn on the water, rubbing hands together under the stream, reaching for a dispenser to get a wipe, and finally wiping hands dry.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,7,Am I holding anything while washing?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Continuous.,8,"The subject performs a series of hand-washing actions. The sequence begins with the subject standing at the sink, reaching for the faucet handle to turn on the water, rubbing hands together under the stream, reaching for a dispenser to get a wipe, and finally wiping hands dry.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,8,Is the motion continuous or intermittent?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
No.,1,"The scene displays a standard, functional restroom with no evidence of unusual motion, floating objects, or physically implausible occurrences.",['short_answer'],event,aligned_dataset/wash_hands_split/Seg2/wash_hands_event,1,Is there any object in the room that is moving in an impossible or unnatural way?,1,review,event_non_common,quality_warning,qa_pairs/aligned/event_qa_results_aligned.json,single,single
The drain.,1,"The video captures the motion of a person's hands washing under a faucet, specifically interacting with a metallic drain at the bottom of a sink basin, and later showing a reflection of the person in a wall mirror.",[],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,1,What object is my hand interacting with in the sink basin?,1,keep,event_object_recognition,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
Directly above it.,1,The hands are positioned directly above the sink drain. The faucet is located above the basin. The mirror is positioned on the wall behind the sink. The person's reflection appears in the mirror as they move their hands.,[],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,1,Where are my hands in relation to the drain?,1,keep,event_spatial_reasoning,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
Sink basin to mirror reflection.,1,"The sequence starts with the hands washing in the sink basin under the faucet. It then pans or shifts upward to show the reflection of the person and the wall-mounted socket in the mirror, concluding with the hands being observed in the mirror's reflection.",[],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,1,What is the sequence of the view change?,1,keep,event_scene_sequence,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
Two hands.,8,"Observable elements include 2 hands, 1 faucet, 1 drain, 1 mirror, 1 wall-mounted socket, and 1 person's reflection.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,1,How many hands are visible?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One faucet.,8,"Observable elements include 2 hands, 1 faucet, 1 drain, 1 mirror, 1 wall-mounted socket, and 1 person's reflection.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,2,How many faucets are there?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One drain.,8,"Observable elements include 2 hands, 1 faucet, 1 drain, 1 mirror, 1 wall-mounted socket, and 1 person's reflection.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,3,How many drains are there?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One mirror.,8,"Observable elements include 2 hands, 1 faucet, 1 drain, 1 mirror, 1 wall-mounted socket, and 1 person's reflection.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,4,How many mirrors are present?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One socket.,8,"Observable elements include 2 hands, 1 faucet, 1 drain, 1 mirror, 1 wall-mounted socket, and 1 person's reflection.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,5,How many wall sockets are visible?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One person.,8,"Observable elements include 2 hands, 1 faucet, 1 drain, 1 mirror, 1 wall-mounted socket, and 1 person's reflection.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,6,How many people are reflected?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One basin.,8,"Observable elements include 2 hands, 1 faucet, 1 drain, 1 mirror, 1 wall-mounted socket, and 1 person's reflection.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,7,How many basins are there?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Two areas.,8,"Observable elements include 2 hands, 1 faucet, 1 drain, 1 mirror, 1 wall-mounted socket, and 1 person's reflection.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,8,How many distinct areas of movement can I identify?,8,split,event_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Repeatedly.,8,The primary dynamic entity is the set of hands performing washing motions. The reflection of the person also moves within the mirror frame.,"['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,1,How many times do I move my hands under the water?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One person.,8,The primary dynamic entity is the set of hands performing washing motions. The reflection of the person also moves within the mirror frame.,"['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,2,How many entities move in the mirror?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Twice.,8,The primary dynamic entity is the set of hands performing washing motions. The reflection of the person also moves within the mirror frame.,"['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,3,How many times does the view change?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Two.,8,The primary dynamic entity is the set of hands performing washing motions. The reflection of the person also moves within the mirror frame.,"['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,4,How many hands are moving?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Several.,8,The primary dynamic entity is the set of hands performing washing motions. The reflection of the person also moves within the mirror frame.,"['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,5,How many distinct washing motions occur?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One.,8,The primary dynamic entity is the set of hands performing washing motions. The reflection of the person also moves within the mirror frame.,"['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,6,How many people are moving in the frame?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
One.,8,The primary dynamic entity is the set of hands performing washing motions. The reflection of the person also moves within the mirror frame.,"['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,7,How many objects move in the reflection?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Two actions: washing and looking in mirror.,8,The primary dynamic entity is the set of hands performing washing motions. The reflection of the person also moves within the mirror frame.,"['multi_question', 'frame_reference']",event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,8,How many actions do I perform?,8,split,event_dynamic_counting,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
From downward sink view to mirror reflection.,1,"The camera starts with a downward focus on the sink basin and tilts or moves upward to capture the reflection in the mirror, indicating a shift from a task-oriented viewpoint to an observational one.",['frame_reference'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,1,How does the perspective change throughout the video?,1,review,event_navigation,quality_warning,qa_pairs/aligned/event_qa_results_aligned.json,single,single
At the start.,8,"The hands enter the scene at the start, perform a washing motion until the middle of the video, and then the camera shifts to show the reflection of the person in the mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,1,When do my hands appear?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Mid-video.,8,"The hands enter the scene at the start, perform a washing motion until the middle of the video, and then the camera shifts to show the reflection of the person in the mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,2,When does the mirror view begin?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
No.,8,"The hands enter the scene at the start, perform a washing motion until the middle of the video, and then the camera shifts to show the reflection of the person in the mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,3,Do my hands disappear?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
No.,8,"The hands enter the scene at the start, perform a washing motion until the middle of the video, and then the camera shifts to show the reflection of the person in the mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,4,Is the faucet moving?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
When the camera pans.,8,"The hands enter the scene at the start, perform a washing motion until the middle of the video, and then the camera shifts to show the reflection of the person in the mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,5,When does the motion in the mirror start?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Yes.,8,"The hands enter the scene at the start, perform a washing motion until the middle of the video, and then the camera shifts to show the reflection of the person in the mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,6,Do I stop moving my hands?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
No.,8,"The hands enter the scene at the start, perform a washing motion until the middle of the video, and then the camera shifts to show the reflection of the person in the mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,7,Is there another person moving?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
During washing.,8,"The hands enter the scene at the start, perform a washing motion until the middle of the video, and then the camera shifts to show the reflection of the person in the mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,8,When is the movement most rapid?,8,split,event_dynamic_recognition,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Washing hands.,8,"The camera holder performs a hand-washing action in the sink, followed by checking their reflection in the wall mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,1,What am I doing in the sink?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Looking at my reflection.,8,"The camera holder performs a hand-washing action in the sink, followed by checking their reflection in the wall mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,2,What do I do after washing?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
No.,8,"The camera holder performs a hand-washing action in the sink, followed by checking their reflection in the wall mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,3,Am I holding an object?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
Yes.,8,"The camera holder performs a hand-washing action in the sink, followed by checking their reflection in the wall mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,4,Is the water running?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
In the mirror.,8,"The camera holder performs a hand-washing action in the sink, followed by checking their reflection in the wall mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,5,Where am I looking at the end?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
For several seconds.,8,"The camera holder performs a hand-washing action in the sink, followed by checking their reflection in the wall mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,6,How long do I wash my hands?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
The faucet/basin.,8,"The camera holder performs a hand-washing action in the sink, followed by checking their reflection in the wall mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,7,What object do I interact with first?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
"Yes, I stop washing.",8,"The camera holder performs a hand-washing action in the sink, followed by checking their reflection in the wall mirror.",['multi_question'],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,8,Does my motion change when I look in the mirror?,8,split,event_action,needs_transform,qa_pairs/aligned/event_qa_results_aligned.json,split_from_numbered_list,aligned
"No, everything appears normal.",1,No unusual or physically implausible motion patterns were detected; the scene follows standard human behavior in a bathroom setting.,[],event,aligned_dataset/wash_hands_split/Seg3/wash_hands_event,1,Are there any physically implausible object behaviors in the scene?,1,keep,event_non_common,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
The door handle.,1,"The video captures the user walking through a corridor, approaching a door, and interacting with a door handle to enter a room. Moving elements include the door being pushed, the handle being manipulated, and the surrounding walls moving past the camera lens due to forward motion.",[],event,aligned_dataset/wash_hands_split/Seg4/wash_hands_event,1,What primary object do I interact with to enter the room?,1,keep,event_object_recognition,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
In the foreground.,1,"The camera moves through a hallway, with walls on both sides and a door at the end. The user approaches the door, which is initially further away and then becomes close as the user interacts with it. The door handle is in the foreground, and the floor is at the bottom, moving downward as the camera moves forward.",[],event,aligned_dataset/wash_hands_split/Seg4/wash_hands_event,1,Where is the door handle relative to the camera as I approach the door?,1,keep,event_spatial_reasoning,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
"Walking down the hall, opening the door, and entering.",1,"The sequence begins in a corridor, transitioning toward a closed door. The user reaches out to touch the handle, opens the door, and then enters the room. The scene shifts from the narrow corridor view to the wider view inside the room as the door opens.",[],event,aligned_dataset/wash_hands_split/Seg4/wash_hands_event,1,What is the order of my movement through the scene?,1,keep,event_scene_sequence,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
