anls,answer_length_chars,baseline_gpu_gb,benchmark_type,boolean_accuracy,character_f1,conciseness_violation,ground_truth_answer,incremental_peak_gpu_gb,input_type,judge_error_type,judge_label,judge_model,judge_reason,judge_score,latency_seconds,modality,model_answer,model_key,model_name,normalized_exact_match,numeric_accuracy,pair_key,peak_gpu_gb,provider,qa_id,question,reason,record_id,repetition_flag,repetition_ratio,rouge_l_f1,section,sequence_order_score,set_f1,source_path,status,task_aware_metric,task_aware_reason,task_aware_score,token_f1,token_precision,token_recall
0.0,1,6.274,shared_balanced_frame_count_smoke_v1,,0.0,False,One,2.182,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.8254,rgb,1,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,1.0,aligned_dataset/use_computer_split/Seg1/use_computer_rgb,8.456,qwen_vl,rgb__aligned_dataset_use_computer_split_seg1_use_computer_rgb__counting__03,How many pens am I using?,,a3b58070a703b2f6302d405c,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,3,6.274,shared_balanced_frame_count_smoke_v1,,0.1739130434782609,False,The ambient light fades.,2.183,frame,none,correct,gemini-3.1-flash-lite,Matches the functional state described.,1.0,1.8115,ir,yes,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.457,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__light_change__05,Are the lights in the office turned off?,,8d8d5b7292f22ffa9793d687,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
0.0,1,6.274,shared_balanced_frame_count_smoke_v1,,0.0,False,One,2.181,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.8297,rgb,1,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,1.0,aligned_dataset/use_computer_split/Seg1/use_computer_rgb,8.456,qwen_vl,rgb__aligned_dataset_use_computer_split_seg1_use_computer_rgb__counting__04,How many smartphones are visible?,,13886576df40f6ddb38a8133,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,31,6.274,shared_balanced_frame_count_smoke_v1,,0.52,False,Transition to a night setting.,2.183,frame,none,correct,gemini-3.1-flash-lite,Semantically equivalent cause.,1.0,1.9661,ir,The room lights are turned off.,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.457,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__light_change__06,What causes the dark scene at the end?,,2f3df9bf65fa8d006f9ef203,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
0.0,1,6.274,shared_balanced_frame_count_smoke_v1,,0.0,False,One,2.182,frame,wrong_count,incorrect,gemini-3.1-flash-lite,The count is incorrect.,0.0,1.8297,rgb,2,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,0.0,aligned_dataset/use_computer_split/Seg1/use_computer_rgb,8.456,qwen_vl,rgb__aligned_dataset_use_computer_split_seg1_use_computer_rgb__counting__05,How many USB hubs are connected?,,962bb36bec7bec28021b209b,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,2,6.274,shared_balanced_frame_count_smoke_v1,0.0,0.0,False,Yes.,2.182,frame,contradiction,incorrect,gemini-3.1-flash-lite,Incorrect polarity.,0.0,1.808,ir,no,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.457,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__light_change__07,Is the change in lighting gradual?,,d43f9f1b0ed7af52bc7c4934,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,1,6.274,shared_balanced_frame_count_smoke_v1,,0.0,False,One lamp base is visible.,2.182,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.8291,rgb,1,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,1.0,aligned_dataset/use_computer_split/Seg1/use_computer_rgb,8.456,qwen_vl,rgb__aligned_dataset_use_computer_split_seg1_use_computer_rgb__counting__06,How many lamps are on the desk?,,41b36fba8e0eb3a6a222c776,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,2,6.274,shared_balanced_frame_count_smoke_v1,1.0,0.12903225806451613,False,"No, it remains relatively constant.",2.183,frame,none,correct,gemini-3.1-flash-lite,Matches reference.,1.0,1.8092,ir,no,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.458,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__light_change__08,Does the light from the monitors change during the video?,,36a1961029596d8e43072f50,False,0.0,0.33333333333333337,light_change,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.33333333333333337,1.0,0.2
0.0,1,6.274,shared_balanced_frame_count_smoke_v1,,0.0,False,Two,2.182,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.8276,rgb,2,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,1.0,aligned_dataset/use_computer_split/Seg1/use_computer_rgb,8.456,qwen_vl,rgb__aligned_dataset_use_computer_split_seg1_use_computer_rgb__counting__07,How many hands are visible in the frame?,,e5ed3bfd4721bd2e124dc803,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,1,6.274,shared_balanced_frame_count_smoke_v1,,0.0,False,Two.,2.182,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.8121,ir,2,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,1.0,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.457,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__counting__01,How many desks are in the office?,,1c386d773dfd894a27cbcd6f,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,1,6.274,shared_balanced_frame_count_smoke_v1,,0.0,False,Two.,2.182,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.8108,ir,2,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,1.0,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.456,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__counting__02,How many monitors are there?,,555fcf49332187a1fac562d6,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,15,6.274,shared_balanced_frame_count_smoke_v1,,0.5833333333333334,False,A spiral-bound notebook with lined paper.,2.182,frame,none,correct,gemini-3.1-flash-lite,Matches reference.,1.0,1.8803,rgb,spiral notebook,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/use_computer_split/Seg1/use_computer_rgb,8.456,qwen_vl,rgb__aligned_dataset_use_computer_split_seg1_use_computer_rgb__action__04,What kind of notebook am I writing in?,,ce9b6c98118991a08deca371,False,0.0,0.5,action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,0.5,0.5,1.0,0.3333333333333333
0.0,14,6.274,shared_balanced_frame_count_smoke_v1,,0.6111111111111112,False,Open the door and pass through.,2.183,frame,none,correct,gemini-3.1-flash-lite,Semantically matches.,1.0,1.895,ir,Open the door.,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.457,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__navigation__09,What should I do to enter the hall?,,844830732479a788870d510b,False,0.0,0.5714285714285715,navigation,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,sequence_order_score,Ordered or temporal answer.,0.5,0.5714285714285715,1.0,0.4
0.5,5,6.274,shared_balanced_frame_count_smoke_v1,,0.7142857142857143,False,Right hand.,2.183,frame,none,correct,gemini-3.1-flash-lite,Matches reference.,1.0,1.8365,rgb,right,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/use_computer_split/Seg1/use_computer_rgb,8.457,qwen_vl,rgb__aligned_dataset_use_computer_split_seg1_use_computer_rgb__action__05,Am I using my left or right hand to write?,,445e48d7ec0596c968195713,False,0.0,0.6666666666666666,action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,0.6666666666666666,0.6666666666666666,1.0,0.5
0.0,5,6.274,shared_balanced_frame_count_smoke_v1,,0.2608695652173913,False,It is ahead of the desk.,2.183,frame,contradiction,incorrect,gemini-3.1-flash-lite,Contradicts reference.,0.0,1.8158,ir,right,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.458,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__navigation__10,Is the door to the left or right of the desk?,,a716e6116f1f536a2e3a301a,False,0.0,0.0,navigation,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,3,6.274,shared_balanced_frame_count_smoke_v1,,0.25,False,Straße,2.183,frame,contradiction,incorrect,gemini-3.1-flash-lite,Word mismatch (Weg vs Straße).,0.0,1.8506,rgb,Weg,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/use_computer_split/Seg1/use_computer_rgb,8.457,qwen_vl,rgb__aligned_dataset_use_computer_split_seg1_use_computer_rgb__action__06,What is the last word I write in the video?,,ddf349160cdb1d6edffb8020,False,0.0,0.0,action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
1.0,2,6.274,shared_balanced_frame_count_smoke_v1,1.0,1.0,False,No.,2.182,frame,none,correct,gemini-3.1-flash-lite,Correct.,1.0,1.8118,ir,no,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.457,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_recognition__01,Did a new object appear?,,ee87cff379eb70c6b9c34d32,False,0.0,1.0,dynamic_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,16,6.274,shared_balanced_frame_count_smoke_v1,,0.6,False,Studying or language practice.,2.182,frame,missing_detail,partially_correct,gemini-3.1-flash-lite,"Correct purpose, slightly narrower scope.",0.5,1.8818,rgb,Learning German.,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/use_computer_split/Seg1/use_computer_rgb,8.456,qwen_vl,rgb__aligned_dataset_use_computer_split_seg1_use_computer_rgb__action__07,What is the purpose of this setup?,,e92db2a706a4765befe3c6eb,False,0.0,0.0,action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
1.0,2,6.274,shared_balanced_frame_count_smoke_v1,1.0,1.0,False,No.,2.182,frame,none,correct,gemini-3.1-flash-lite,Correct.,1.0,1.813,ir,no,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.457,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_recognition__02,Did a person walk in?,,394b7b9f528ff0b9f118fda7,False,0.0,1.0,dynamic_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,6,6.274,shared_balanced_frame_count_smoke_v1,,0.4444444444444445,False,Slowly and deliberately.,2.182,frame,none,correct,gemini-3.1-flash-lite,Matches reference.,1.0,1.8549,rgb,slowly,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/use_computer_split/Seg1/use_computer_rgb,8.456,qwen_vl,rgb__aligned_dataset_use_computer_split_seg1_use_computer_rgb__action__08,Are my hands moving quickly or slowly?,,6968a33cce2aea40e53cff04,False,0.0,0.5,action,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,set_f1,Ground truth contains multiple concepts.,0.6666666666666666,0.5,1.0,0.3333333333333333
1.0,2,6.274,shared_balanced_frame_count_smoke_v1,1.0,1.0,False,No.,2.183,frame,none,correct,gemini-3.1-flash-lite,Correct.,1.0,1.8112,ir,no,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.457,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_recognition__03,Did the door move on its own?,,958525d33bd0b203a9916db1,False,0.0,1.0,dynamic_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,6,6.274,shared_balanced_frame_count_smoke_v1,,1.0,False,Lenovo,2.183,frame,none,correct,gemini-3.1-flash-lite,Correct.,1.0,1.9221,rgb,Lenovo,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/use_computer_split/Seg2/use_computer_rgb,8.458,qwen_vl,rgb__aligned_dataset_use_computer_split_seg2_use_computer_rgb__object_recognition__01,What brand is the laptop that is currently sitting on my desk?,,d596014804de861844a2be1f,False,0.0,1.0,object_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,1.0,1.0,1.0,1.0
1.0,2,6.274,shared_balanced_frame_count_smoke_v1,1.0,1.0,False,No.,2.183,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,1.8152,ir,no,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.457,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_recognition__04,Is there any motion in the hallway?,,d5eab366ba09deccb12a24f4,False,0.0,1.0,dynamic_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,26,6.274,shared_balanced_frame_count_smoke_v1,,1.0,False,To the left of the laptop.,2.183,frame,none,correct,gemini-3.1-flash-lite,Correct.,1.0,1.9819,rgb,To the left of the laptop.,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/use_computer_split/Seg2/use_computer_rgb,8.457,qwen_vl,rgb__aligned_dataset_use_computer_split_seg2_use_computer_rgb__spatial_reasoning__01,Where is the USB hub located relative to the laptop?,,0a638eb7150e3bbac254c03e,False,0.0,1.0,spatial_reasoning,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,1.0,1.0,1.0,1.0
1.0,2,6.274,shared_balanced_frame_count_smoke_v1,1.0,1.0,False,No.,2.182,frame,none,correct,gemini-3.1-flash-lite,Matches reference.,1.0,1.8089,ir,no,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.456,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_recognition__05,Did a car approach?,,946eae9c4dcc4817523ca072,False,0.0,1.0,dynamic_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,14,6.274,shared_balanced_frame_count_smoke_v1,,1.0,False,Deutsch Letter,2.183,frame,none,correct,gemini-3.1-flash-lite,Correct.,1.0,1.947,rgb,Deutsch letter,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/use_computer_split/Seg2/use_computer_rgb,8.458,qwen_vl,rgb__aligned_dataset_use_computer_split_seg2_use_computer_rgb__text_recognition__01,What is the title written at the top of my notepad?,,4266fe9ccf8bc4f786c0191b,False,0.0,1.0,text_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,anls,Text-recognition answer.,1.0,1.0,1.0,1.0
1.0,18,6.274,shared_balanced_frame_count_smoke_v1,,1.0,False,intel CORE ULTRA 5,2.183,frame,none,correct,gemini-3.1-flash-lite,Semantically equivalent.,1.0,1.9313,rgb,Intel Core Ultra 5,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,1.0,aligned_dataset/use_computer_split/Seg2/use_computer_rgb,8.457,qwen_vl,rgb__aligned_dataset_use_computer_split_seg2_use_computer_rgb__text_recognition__02,What does the processor sticker on the laptop say?,,bae9c3673eb7311de41e5c03,False,0.0,1.0,text_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,anls,Text-recognition answer.,1.0,1.0,1.0,1.0
1.0,2,6.274,shared_balanced_frame_count_smoke_v1,1.0,1.0,False,No.,2.182,frame,none,correct,gemini-3.1-flash-lite,Correct.,1.0,1.8082,ir,no,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.456,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_recognition__07,Did an object fall?,,d298cb97ec93303ffac6e59d,False,0.0,1.0,dynamic_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,6,6.274,shared_balanced_frame_count_smoke_v1,,1.0,False,Lenovo,2.184,frame,none,correct,gemini-3.1-flash-lite,Correct.,1.0,1.9193,rgb,Lenovo,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/use_computer_split/Seg2/use_computer_rgb,8.458,qwen_vl,rgb__aligned_dataset_use_computer_split_seg2_use_computer_rgb__text_recognition__03,What is the laptop brand name on the bottom right of the screen bezel?,,b4779e04ad1e9dfda2ab27eb,False,0.0,1.0,text_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,anls,Text-recognition answer.,1.0,1.0,1.0,1.0
0.0,3,6.274,shared_balanced_frame_count_smoke_v1,0.0,0.0,False,No.,2.182,frame,contradiction,incorrect,gemini-3.1-flash-lite,Contradicts reference.,0.0,1.8109,ir,yes,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.457,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_recognition__08,Is there any movement duration?,,6f903ed3330058e21c697be8,False,0.0,0.0,dynamic_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
1.0,27,6.274,shared_balanced_frame_count_smoke_v1,,1.0,False,einen Bruder eine Schwester,2.183,frame,none,correct,gemini-3.1-flash-lite,Matches reference.,1.0,1.981,rgb,einen Bruder eine Schwester,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/use_computer_split/Seg2/use_computer_rgb,8.457,qwen_vl,rgb__aligned_dataset_use_computer_split_seg2_use_computer_rgb__text_recognition__04,What is the first sentence written after the alphabet list?,,3483b4572e76b081f8a507ab,False,0.0,1.0,text_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,anls,Text-recognition answer.,1.0,1.0,1.0,1.0
0.0,10,6.274,shared_balanced_frame_count_smoke_v1,,0.3225806451612903,False,Walking and opening a door.,2.182,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,Incorrect action.,0.0,1.8363,ir,wash hands,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.456,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__action__01,What is my main action?,,d219379242ca10513cfcc5d2,False,0.0,0.0,action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,set_f1,Ground truth contains multiple concepts.,0.0,0.0,0.0,0.0
1.0,21,6.274,shared_balanced_frame_count_smoke_v1,,1.0,False,Printer Status Report,2.183,frame,none,correct,gemini-3.1-flash-lite,Correct.,1.0,1.9433,rgb,Printer Status Report,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/use_computer_split/Seg2/use_computer_rgb,8.458,qwen_vl,rgb__aligned_dataset_use_computer_split_seg2_use_computer_rgb__text_recognition__05,What is the heading of the document partially tucked under the binder?,,a081117d961eccd842ca0cf1,False,0.0,1.0,text_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,anls,Text-recognition answer.,1.0,1.0,1.0,1.0
0.7333333333333334,11,6.274,shared_balanced_frame_count_smoke_v1,,0.8695652173913044,False,The door handle.,2.182,frame,none,correct,gemini-3.1-flash-lite,Matches reference.,1.0,1.8429,ir,door handle,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/wash_hands_split/Seg1/wash_hands_ir,8.456,qwen_vl,ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__action__02,What object am I interacting with?,,88b175f50f9318066973f790,False,0.0,1.0,action,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,1.0,1.0,1.0,1.0
0.0,6,6.274,shared_balanced_frame_count_smoke_v1,,0.28571428571428575,False,nop,2.183,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,Incorrect content.,0.0,1.9455,rgb,(nach),qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/use_computer_split/Seg2/use_computer_rgb,8.458,qwen_vl,rgb__aligned_dataset_use_computer_split_seg2_use_computer_rgb__text_recognition__06,What specific word is written in parentheses after 'Nickerchen'?,,5d8a25e4247524e57f83a082,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,anls,Text-recognition answer.,0.0,0.0,0.0,0.0
