anls,answer_length_chars,baseline_gpu_gb,benchmark_type,bleu_4,boolean_accuracy,character_f1,conciseness_violation,frame_count,ground_truth_answer,incremental_peak_gpu_gb,input_type,judge_error_type,judge_label,judge_model,judge_reason,judge_score,latency_seconds,max_frames_per_item,meteor,modality,model_answer,model_key,model_name,normalized_exact_match,numeric_accuracy,pair_key,peak_gpu_gb,provider,qa_id,question,reason,record_id,repetition_flag,repetition_ratio,rouge_l_f1,section,sequence_order_score,set_f1,source_path,status,task_aware_metric,task_aware_reason,task_aware_score,token_f1,token_precision,token_recall
0.0,1,6.274,shared_balanced_frame_count_smoke_v1,0.8408964152537145,,0.0,False,8,Two.,2.185,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Incorrect count.,0.0,1.9029,,0.0,depth,0,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,0.0,check_mailbox_split/Seg3/check_mailbox,8.46,qwen_vl,depth__check_mailbox_split_seg3_check_mailbox__depth_counting__01,How many cars are visible in the parking area at the end of the sequence?,,a8630e4078100c7bbc1efcf4,False,0.0,0.0,depth_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,3,6.274,shared_balanced_frame_count_smoke_v1,8.315287191035679e-07,1.0,0.07594936708860758,False,8,"Yes, the scene becomes much darker as I move away from the glowing screen and into the hallway.",2.183,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.8229,,0.03676470588235294,rgb,yes,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,8.457,qwen_vl,rgb__aligned_dataset_check_mailbox_split_seg1_check_mailbox_rgb__light_change__01,Does the environment get significantly darker after leaving the first room?,,a7c66b862e567363ff75c04a,False,0.0,0.125,light_change,0.3333333333333333,0.5,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.125,1.0,0.06666666666666667
1.0,2,6.274,shared_balanced_frame_count_smoke_v1,1.0,1.0,1.0,False,8,No.,2.182,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.8252,,0.5,ir,no,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/ir,8.456,qwen_vl,ir__aligned_dataset_brew_tea_split_seg1_ir__light_change__02,Is the room getting significantly brighter?,,8d4ed923396e77e35f85832e,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,2,6.274,shared_balanced_frame_count_smoke_v1,1.0,1.0,1.0,False,8,No.,2.182,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.853,,0.5,event,no,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/event,8.456,qwen_vl,event__aligned_dataset_brew_tea_split_seg1_event__event_dynamic_recognition__03,Do the hands leave the frame?,,2cf1cabff2d9ab68a60e34e8,False,0.0,1.0,event_dynamic_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,1,6.274,shared_balanced_frame_count_smoke_v1,0.8408964152537145,,0.0,False,8,Zero.,2.184,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.8905,,0.0,depth,0,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,1.0,check_mailbox_split/Seg3/check_mailbox,8.458,qwen_vl,depth__check_mailbox_split_seg3_check_mailbox__depth_dynamic_counting__01,How many people walk past me during the sequence?,,c04216a42f362292f8e4354a,False,0.0,0.0,depth_dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,3,6.274,shared_balanced_frame_count_smoke_v1,0.049787068367863944,1.0,0.3,False,8,"Yes, as digits change.",2.182,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.8267,,0.13513513513513514,ir,yes,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/ir,8.456,qwen_vl,ir__aligned_dataset_brew_tea_split_seg1_ir__light_change__03,Does the light from the digital display change?,,8fd46bddee55c24d8637494a,False,0.0,0.4,light_change,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.4,1.0,0.25
0.0,9,6.274,shared_balanced_frame_count_smoke_v1,0.22313016014842982,,0.5925925925925926,False,8,It leads to an open area.,2.186,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.9102,,0.39893617021276595,depth,open area,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,check_mailbox_split/Seg3/check_mailbox,8.46,qwen_vl,depth__check_mailbox_split_seg3_check_mailbox__depth_navigation__01,Is the current path I am following a dead-end or does it lead to an open area?,,8003da2e1362450a1457dbfa,False,0.0,0.5714285714285715,depth_navigation,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.5714285714285715,1.0,0.4
0.0,1,6.274,shared_balanced_frame_count_smoke_v1,0.0007667982759693039,,0.0,False,8,There are no other people moving in the hallway.,2.183,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.8286,,0.0,rgb,0,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,8.458,qwen_vl,rgb__aligned_dataset_check_mailbox_split_seg1_check_mailbox_rgb__dynamic_counting__01,How many other people besides me are moving in the hallway?,,6d0fec341412601b552306b4,False,0.0,0.0,dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,Counting question.,0.0,0.0,0.0,0.0
1.0,2,6.274,shared_balanced_frame_count_smoke_v1,1.0,1.0,1.0,False,8,No.,2.183,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.8282,,0.5,ir,no,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/ir,8.457,qwen_vl,ir__aligned_dataset_brew_tea_split_seg1_ir__light_change__04,Is there a new light source appearing from the left?,,80821d220ad8c06830aa35f0,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,2,6.274,shared_balanced_frame_count_smoke_v1,6.14421235332821e-06,1.0,0.059701492537313446,False,8,"No, all objects appear to be placed normally on the floor or furniture surfaces.",2.184,frame,none,correct,gemini-2.5-flash,Matches the reference.,1.0,1.8904,,0.04237288135593221,rgb,No,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,8.458,qwen_vl,rgb__aligned_dataset_check_mailbox_split_seg1_check_mailbox_rgb__non_common__01,Are there any objects floating in the air or clipping through the walls in the hallway?,,a849496f293231ce99f0b6c2,False,0.0,0.14285714285714288,non_common,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.14285714285714288,1.0,0.07692307692307693
0.0,3,6.274,shared_balanced_frame_count_smoke_v1,0.01831563888873418,1.0,0.24000000000000002,False,8,"Yes, due to camera movement.",2.182,frame,none,correct,gemini-2.5-flash,Matches the reference.,1.0,1.8262,,0.10869565217391305,ir,yes,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/ir,8.456,qwen_vl,ir__aligned_dataset_brew_tea_split_seg1_ir__light_change__05,Does the reflection on the kettle move?,,8cde90b40735060c55ffa95d,False,0.0,0.33333333333333337,light_change,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.33333333333333337,1.0,0.2
1.0,14,6.274,shared_balanced_frame_count_smoke_v1,1.0,,1.0,False,8,Moving forward.,2.184,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.9035,,0.9375,depth,moving forward,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,check_mailbox_split/Seg3/check_mailbox,8.459,qwen_vl,depth__check_mailbox_split_seg3_check_mailbox__depth_action__01,What is the primary action I am performing as the camera moves?,,0b5e269a3f8a5de773f38d90,False,0.0,1.0,depth_action,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,1.0,1.0,1.0,1.0
0.0,5,6.274,shared_balanced_frame_count_smoke_v1,0.01831563888873418,,0.3846153846153846,False,8,I should turn to the right.,2.184,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.8897,,0.10869565217391305,rgb,right,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,8.458,qwen_vl,rgb__aligned_dataset_check_mailbox_split_seg1_check_mailbox_rgb__navigation__01,Which way should I turn after exiting the first room to reach the shoe rack?,,d5688c1566b42e3d47077ce4,False,0.0,0.33333333333333337,navigation,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.33333333333333337,1.0,0.2
0.0,3,6.274,shared_balanced_frame_count_smoke_v1,0.8408964152537145,0.0,0.0,False,8,No.,2.181,frame,contradiction,incorrect,gemini-3.1-flash-lite,Contradicts the ground truth.,0.0,1.834,,0.0,ir,yes,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/ir,8.456,qwen_vl,ir__aligned_dataset_brew_tea_split_seg1_ir__light_change__06,Is the scene getting darker?,,a0f9089f62ef7afa3b10ea71,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,3,6.274,shared_balanced_frame_count_smoke_v1,0.8408964152537145,0.0,0.0,False,8,No.,2.182,frame,contradiction,incorrect,gemini-2.5-flash,Candidate contradicts the reference.,0.0,1.8538,,0.0,event,Yes,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/event,8.456,qwen_vl,event__aligned_dataset_brew_tea_split_seg1_event__event_dynamic_recognition__07,Does the subject stop moving?,,4a69dcef6ee57a8059942265,False,0.0,0.0,event_dynamic_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
1.0,2,6.274,shared_balanced_frame_count_smoke_v1,1.0,1.0,1.0,False,8,No.,2.185,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.8844,,0.5,depth,no,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,check_mailbox_split/Seg3/check_mailbox,8.459,qwen_vl,depth__check_mailbox_split_seg3_check_mailbox__depth_non_common__01,Are there any floating objects or depth artifacts visible in the corridor walls?,,bc7c343c61f0b3fa1e110987,False,0.0,1.0,depth_non_common,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,19,6.274,shared_balanced_frame_count_smoke_v1,0.04862652376060361,,0.3999999999999999,False,8,My hand reaches down to adjust or touch a white sneaker on the floor.,2.184,frame,missing_detail,partially_correct,gemini-3.1-flash-lite,Misses the specific object (shoe) but describes action.,0.5,2.0383,,0.04464285714285714,rgb,I tie my shoelaces.,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,8.458,qwen_vl,rgb__aligned_dataset_check_mailbox_split_seg1_check_mailbox_rgb__dynamic_recognition__01,What dynamic action involving my hand occurs toward the end of the sequence?,,aa4a66b84f54eed277247a8e,False,0.0,0.125,dynamic_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,0.125,0.125,0.25,0.08333333333333333
1.0,2,6.274,shared_balanced_frame_count_smoke_v1,1.0,1.0,1.0,False,8,No.,2.182,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.8304,,0.5,ir,no,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/ir,8.456,qwen_vl,ir__aligned_dataset_brew_tea_split_seg1_ir__light_change__07,Do headlights pass by the window?,,3b4d37155acf503a2d3dbeab,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,11,6.274,shared_balanced_frame_count_smoke_v1,1.0,,1.0,False,8,Rectangular.,2.186,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.9114,,0.5,depth,rectangular,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,check_mailbox_split/Seg4/check_mailbox,8.461,qwen_vl,depth__check_mailbox_split_seg4_check_mailbox__depth_object_recognition__01,What is the 3D shape of the mailbox slots seen at the end of the video?,,8532683fbcfa42ab28b61f54,False,0.0,1.0,depth_object_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,1.0,1.0,1.0,1.0
0.0,8,6.274,shared_balanced_frame_count_smoke_v1,3.817663819004394e-05,,0.2711864406779661,False,8,I am drawing or writing on a brightly lit screen or whiteboard.,2.184,frame,other,incorrect,gemini-3.1-flash-lite,Incorrect action description.,0.0,1.8845,,0.0,rgb,standing,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,8.458,qwen_vl,rgb__aligned_dataset_check_mailbox_split_seg1_check_mailbox_rgb__action__01,What action am I performing at the beginning of the video in the dark room?,,aedcddc78d360edfd52176b4,False,0.0,0.0,action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
0.0,3,6.274,shared_balanced_frame_count_smoke_v1,0.8408964152537145,0.0,0.0,False,8,No.,2.182,frame,contradiction,incorrect,gemini-3.1-flash-lite,Contradicts the ground truth.,0.0,1.824,,0.0,ir,yes,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/ir,8.457,qwen_vl,ir__aligned_dataset_brew_tea_split_seg1_ir__light_change__08,Is there a flash of light at any point?,,4d233dc56c48ca68eecb919c,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.6923076923076923,11,6.274,shared_balanced_frame_count_smoke_v1,0.7598356856515925,,0.7272727272727272,False,8,Preparing tea.,2.181,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.906,,0.25,event,brewing tea,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/event,8.455,qwen_vl,event__aligned_dataset_brew_tea_split_seg1_event__event_action__01,What is the subject doing?,,8234291286c4871f9755b938,False,0.0,0.5,event_action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,0.5,0.5,0.5,0.5
1.0,5,6.274,shared_balanced_frame_count_smoke_v1,1.0,,1.0,False,8,Right.,2.186,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.8836,,0.5,depth,right,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,check_mailbox_split/Seg4/check_mailbox,8.461,qwen_vl,depth__check_mailbox_split_seg4_check_mailbox__depth_spatial_reasoning__01,"As I walk toward the mailboxes, is the staircase on my left or my right?",,aed4e74d04cfe4d418812c90,False,0.0,1.0,depth_spatial_reasoning,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,1.0,1.0,1.0,1.0
0.0,1,6.274,shared_balanced_frame_count_smoke_v1,0.8408964152537145,,0.0,False,8,One.,2.182,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.8305,,0.0,ir,1,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,1.0,aligned_dataset/brew_tea_split/Seg1/ir,8.457,qwen_vl,ir__aligned_dataset_brew_tea_split_seg1_ir__counting__01,How many electric kettles are on the table?,,83869b92fcd54eda9892b130,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,2,6.274,shared_balanced_frame_count_smoke_v1,0.36787944117144233,1.0,0.5,False,8,"No, calm.",2.181,frame,none,correct,gemini-2.5-flash,Matches the reference.,1.0,1.8481,,0.2631578947368421,event,No,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/event,8.455,qwen_vl,event__aligned_dataset_brew_tea_split_seg1_event__event_action__02,Are the movements hurried?,,57772ad71649a714e3d8793b,False,0.0,0.6666666666666666,event_action,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.6666666666666666,1.0,0.5
0.0,17,6.274,shared_balanced_frame_count_smoke_v1,0.6389431042462724,,0.5217391304347827,False,8,Outdoors.,2.184,frame,none,correct,gemini-3.1-flash-lite,Semantically equivalent.,1.0,1.9628,,0.0,depth,Between doorways.,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,check_mailbox_split/Seg4/check_mailbox,8.459,qwen_vl,depth__check_mailbox_split_seg4_check_mailbox__depth_scene_sequence__01,Where am I between passing through the first and second doorway?,,072c33048dd0fd2ba46a3d4e,False,0.0,0.0,depth_scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,12,6.274,shared_balanced_frame_count_smoke_v1,0.022945049537581412,,0.3125,False,8,The staircase is located directly ahead and slightly to the left.,2.185,frame,contradiction,incorrect,gemini-3.1-flash-lite,Contradicts the positional ground truth.,0.0,1.9479,,0.06024096385542169,rgb,To the right,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/check_mailbox_split/Seg2/check_mailbox_rgb,8.459,qwen_vl,rgb__aligned_dataset_check_mailbox_split_seg2_check_mailbox_rgb__spatial_reasoning__01,Where is the metal staircase located relative to my path as I reach the end of the corridor?,,ed686c619d4bc496eb2debe2,False,0.0,0.1818181818181818,spatial_reasoning,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,set_f1,Ground truth contains multiple concepts.,0.0,0.1818181818181818,0.5,0.1111111111111111
0.0,1,6.274,shared_balanced_frame_count_smoke_v1,0.8408964152537145,,0.0,False,8,One.,2.181,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.833,,0.0,ir,1,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,1.0,aligned_dataset/brew_tea_split/Seg1/ir,8.456,qwen_vl,ir__aligned_dataset_brew_tea_split_seg1_ir__counting__02,How many tea cups are visible?,,068e7ff7c14e63e173a813cf,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,1,6.274,shared_balanced_frame_count_smoke_v1,0.8408964152537145,,0.0,False,8,One.,2.184,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Incorrect count provided.,0.0,1.887,,0.0,depth,0,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,0.0,check_mailbox_split/Seg4/check_mailbox,8.458,qwen_vl,depth__check_mailbox_split_seg4_check_mailbox__depth_counting__01,How many people are walking in the distance?,,61d2cd4efac2e027cf741b1f,False,0.0,0.0,depth_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.8,5,6.274,shared_balanced_frame_count_smoke_v1,0.6389431042462724,,1.0,False,8,1233.,2.183,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.9363,,0.0,rgb,1'233,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,0.0,aligned_dataset/check_mailbox_split/Seg2/check_mailbox_rgb,8.457,qwen_vl,rgb__aligned_dataset_check_mailbox_split_seg2_check_mailbox_rgb__text_recognition__01,What is the first room number listed on the wall?,,2069cc43a12fe947af6c3f60,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,anls,Text-recognition answer.,0.8,0.0,0.0,0.0
1.0,10,6.274,shared_balanced_frame_count_smoke_v1,1.0,,1.0,False,8,Setting up.,2.182,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,1.8681,,0.9375,event,setting up,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/event,8.456,qwen_vl,event__aligned_dataset_brew_tea_split_seg1_event__event_action__04,Is the subject cleaning or setting up?,,96bbd82cdfdc59b3620d7e9e,False,0.0,1.0,event_action,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,1.0,1.0,1.0,1.0
0.0,1,6.274,shared_balanced_frame_count_smoke_v1,0.8408964152537145,,0.0,False,8,One.,2.183,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Incorrect count.,0.0,1.8173,,0.0,depth,0,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,0.0,check_mailbox_split/Seg4/check_mailbox,8.458,qwen_vl,depth__check_mailbox_split_seg4_check_mailbox__depth_counting__02,How many staircases are visible?,,a091c22255cd6f893234b524,False,0.0,0.0,depth_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.6666666666666667,19,6.274,shared_balanced_frame_count_smoke_v1,0.18575057999133598,,0.888888888888889,False,8,"1233, 1234, and 1235.",2.183,frame,none,correct,gemini-3.1-flash-lite,Matches the ground truth.,1.0,2.2904,,0.0,rgb,"1'233, 1'234, 1'235",qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,0.0,0.0,aligned_dataset/check_mailbox_split/Seg2/check_mailbox_rgb,8.458,qwen_vl,rgb__aligned_dataset_check_mailbox_split_seg2_check_mailbox_rgb__text_recognition__02,What are the three specific numbers displayed in the room directory?,,0472c3ba580ee70ac9b0faa6,False,0.16666666666666666,0.0,text_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,anls,Text-recognition answer.,0.6666666666666667,0.0,0.0,0.0
